pmid	pmcid	sentence
34898852	8653328	In addition, using a dataset that has balanced classes helps to achieve better outcomes than an unbalanced dataset, even while correcting the imbalance.
34898852	8653328	We have used two datasets for the evaluation of this model: a large dataset with a high imbalance of classes (the COVIDx dataset) and a small dataset with balanced classes and enhanced images (the enhanced COVID‐19 dataset).
34898852	8653328	The conducted experiments recorded insightful results for both the COVIDx and enhanced COVID‐19 datasets.
34413713	8362655	Due to the dynamic nature of peak outbreaks in different regions of the country, some blood collection centers in regions in the non-peak time of the outbreak (white status) can collect the blood more than the demand.
34413713	8362655	Otherwise, some blood collection centers in other regions in the peak time of the outbreak (red status) may be faced a decrease in the number of donors simultaneously.
34413713	8362655	According to the above-mentioned explanation, the main aim of this study is to develop an analytical approach by presenting a mathematical formulation for BSN management during the COVID-19 outbreak, taking into account the particular characteristics of blood such as perishability, demand uncertainty, various collection methods, and disruption risk in blood supply.
34413713	8362655	The proposed approach in this study has excellent potential for making the appropriate decision on the blood collection process in different regions with different statuses of the COVID-19 outbreak.
34413713	8362655	What policy should be considered in regions for blood collection procedures at the peak and non-peak times of the outbreak?
34413713	8362655	In the first stage, blood collection centers try to collect the blood from donors as much as possible, and in the second stage, blood centers are coordinated to share the blood units between regions to respond to the demand of health centers.
34413713	8362655	To the best of our knowledge, this study is the first research in BSN literature that proposes a novel real case-based collaborative mechanism to coordinate blood collection activities between regions in the outbreak of COVID-19.
34413713	8362655	Developing a medium-term plan to manage the blood collection process during the outbreak of COVID-19 by applying transshipment between regions to mitigate the fluctuation of demand and supply, especially at the peak of the outbreak;
34413713	8362655	Applying a reactive model to update the collection planning for fulfilling the blood shortage in regions in the peak time of the outbreak;
34413713	8362655	[14], which organized the papers published between 2012 and 2017 based on BSNs echelons: collection, production processes, inventory control, distribution, and integrated models.
34413713	8362655	Overall, the main focus of the current study is on blood collection strategy during the COVID-19 disaster.
34413713	8362655	Therefore, the related literature can be divided into two main categories: BSN in disaster conditions and blood collection management.
34413713	8362655	Then, in Section 2.2, a review on blood collection management in BSN is presented.
34413713	8362655	[17] developed a mathematical model for blood collection in disaster using a bi-objective two-stage stochastic mathematical formulation.
34413713	8362655	This subsection reviews the related literature on published papers on BSN, focusing on the blood collection process.
34413713	8362655	Blood collection management is considered by Zahiri et al.
34413713	8362655	[32] proposed two mathematical models, i.e., annually and weekly, for a bloodmobile collection system.
34413713	8362655	The annual blood collection planning aims to ensure each region’s self-sufficiency for red blood cell supply and minimize the total red blood cell supplied by other regions.
34413713	8362655	The weekly blood collection planning aims to minimize total working time, including setup, collection, and transportation time.
34413713	8362655	[33] developed a dynamic programming model for a joint decision-making problem of blood collection and platelet inventory control based on different demand priorities and freshness requirements.
34413713	8362655	Various collection approaches are evaluated by a simulation model proposed by Lowalekar and Ravichandran [34].
34413713	8362655	Both fixed and variable quantities collected by the collection policies and the donation times are assumed in the proposed study.
34413713	8362655	Considering social aspects, Ramezanian and Behboodi [35] designed a BSN in the collection phase.
34413713	8362655	They applied an augmented version of the data envelopment analysis model to find the optimal location of blood collection facilities.
34413713	8362655	[37] outlined a multi-attribute group decision-making technique to evaluate the best-fit candidate location to establish blood collection facilities based on qualitative criteria.
34413713	8362655	Reviewing the related literature on blood collection management in BSN reveals that no research focused on the impact of disruption risk in blood supply and using the capacity sharing concept to mitigate the shortage in disaster situations like the COVID-19 outbreak.
34413713	8362655	In the first stage, a blood collection plan in each region considering disruption risk in blood supply in the event of peak outbreak to minimize the total unfulfilled demand will be solved.
34413713	8362655	In this stage, the collection procedure is tailored by the whole-blood collection mechanism.
34413713	8362655	It should be noted that the collection procedure is planned based on the total nominal demand of regions in this stage.
34413713	8362655	Then in the second stage of the model, based on sharing strategy concept, the quantity of collected blood from regions in blood collection centers is shared between central blood banks in different regions to fulfill the demand.
34413713	8362655	It is worth mentioning that, due to the maximum allowable distance between blood collection centers and central blood banks, the assignment procedure is done based on the maximum coverage radius between each pair of nodes.
34413713	8362655	It is worth mentioning that if the unfulfilled demand occurred in the regions based on actual demand, it should be covered by the apheresis collection mechanism.
34413713	8362655	In each period, the quantity of blood collection in each region by considering disruption risk is determined;
34413713	8362655	Blood collection centers transport the collected units to central blood banks;
34413713	8362655	Based on updated inventory at the end of each period in central blood banks, the collection plan is updated from next periods;
34413713	8362655	The location of blood collection centers and central blood banks are predetermined;
34413713	8362655	The capacity of blood collection centers and central blood banks in each period is considered to be limited;
34413713	8362655	Donation of blood from each region is considered to be the supply amount of each region as it seems impracticable to plan for blood collection separately for each donor;
34413713	8362655	As blood is a critical product for the lifesaving of patients and shortage can result in death, the quantity of shortage at the end of each period is fulfilled by the apheresis collection method.
34413713	8362655	Set of blood collection centers;
34413713	8362655	The maximum capacity of blood collection center ;
34413713	8362655	The distance between blood collection centers  and region ;
34413713	8362655	The distance between blood collection centers  and central blood bank ;
34413713	8362655	The maximum coverage radius between blood collection centers and regions;
34413713	8362655	The maximum coverage radius between blood collection centers and central blood banks;
34413713	8362655	The travel time between blood collection centers  and central blood bank ;
34413713	8362655	Transportation cost per unit from collection center  to central blood bank
34413713	8362655	It is equal to 1; if donors’ region  is assigned to blood collection center ; and 0 otherwise;
34413713	8362655	It is equal to 1; if blood collection center  is assigned to central blood bank ; and 0 otherwise;
34413713	8362655	Quantity of blood donated by donors’ region  to blood collection center  in period  in scenario ;
34413713	8362655	Quantity of collected blood in collection center  transferred to central blood bank  in period  in scenario ;
34413713	8362655	Constraint (2) shows that each region can be assigned to a blood collection center only if the distance between the region and the facility is not more than the maximum standard distance between them.
34413713	8362655	Constraint (3) allows blood collection only if donors’ regions are assigned to a blood collection facility in each period.
34413713	8362655	In this constraint, if  equals to zero, the blood collection process in region  is not allowed.
34413713	8362655	Constraint (5) limits the capacity of each blood collection center in each period.
34413713	8362655	(9) minimizes the total delivery time of whole blood units from blood collection centers to central blood banks () and blood units from central blood banks to demand zones ().
34413713	8362655	In the first term () shows the transportation cost between collection centers and central blood banks.
34413713	8362655	The third term () denotes the collection cost of whole blood units from donors.
34413713	8362655	Finally, the last term () displays the collection cost of unfulfilled demand by the apheresis method.
34413713	8362655	(11) shows the total blood units transferred from blood collection centers to central blood banks in each period.
34413713	8362655	A blood collection center can be assigned to the central blood bank only if the central blood bank has been selected.
34413713	8362655	Similar to Constraint (3), Constraint (12) allows flow between blood collection centers and central blood banks only if blood collection centers are assigned to the central blood banks.
34413713	8362655	Constraint (13) limits the transferred units between blood collection centers and central blood banks based on the maximum coverage radius.
34413713	8362655	On the other hand, if  then  and system faces leftover blood units, which should be transferred to the future period to avoiding extra blood collection.
34413713	8362655	In an uncertain environment, it needs continuing planning since the database constantly updates.
34413713	8362655	In some other countries, such as Saudi Arabia, were reported the blood supply and donation at blood collection centers showed a fall of 39.5% [8].
34413713	8362655	According to the investigations of IBTO’s experts, the BSN in Iran in the COVID-19 outbreak deserves special consideration to reschedule the blood collection plan because the number of donors dramatically decreased, especially in the cities that are at the peak of the outbreak (http://fna.ir/f0r603; https://tn.ai/2407890).
34413713	8362655	Regarding this challenge during the COVID-19 outbreak, IBTO has decided to prepare a plan for BSN to coordinate the blood collection processes among the counties of the country.
34413713	8362655	Therefore, blood collection centers in the counties with a normal situation in terms of COVID-19 outbreak collect blood from donors as much as possible and, after fulfilling the needs of their city, share their leftover collected blood to the counties that are at the peak of the outbreak.
34413713	8362655	The characteristics of blood collection centers and central blood banks in Iran are provided in Table 1 and Table 2, respectively.
34413713	8362655	The geographical coordinates of each county, blood collection centers, central blood banks, and the transportation time between these nodes are calculated based on Google Map.
34413713	8362655	The properties of blood collection centers in Iran.
34413713	8362655	This table shows that Tehran and Ilam have the highest and lowest portion for blood collection among provinces, respectively.
34413713	8362655	In Table 4, columns 3–8 demonstrate the number of collected units in each period in each province, column 9 shows the average collected units per period in each province, and finally, column 10 reflects the participation ratio of each province for blood collection in comparison to the total collected units in the country.
34413713	8362655	The average collection and consumption rates in each province during the planning horizon are depicted in Fig.
34413713	8362655	It should be noted that the number of unfulfilled demand in each province should be covered from the apheresis collection method in the same province in each period.
34413713	8362655	The average collection and consumption rates in each province during the planning horizon.
34413713	8362655	This model prefers fewer blood collections by the apheresis method to meet the demand, and the whole blood collection mechanism covers more percentage of the demand.
34413713	8362655	On the other hand, by increasing blood collection by the whole blood mechanism, total delivery time increases because more blood units are collected and need more time to be delivered to the provinces.
34413713	8362655	Since the collection cost by the apheresis method dominates the transportation cost of the network, the total network cost increases in this situation.
34413713	8362655	The changes of parameters , and  have not significant impact on the quantity of unfulfilled demand and total delivery time because varying this parameter does not affect the quantity of blood collection.
34413713	8362655	When the parameters of , and  increase, the rate of collection unit by whole blood mechanism decreases, and for this reason, the number of unfulfilled demand increases.
34413713	8362655	The trend of total delivery time versus total network cost and collected units by apheresis collection method.
34413713	8362655	In the second stage of the model, a bi-objective optimization model has presented in which the first objective minimizes the total delivery time of blood units from collection centers to provinces, and the second one calculates the total network cost of the BSN.
34413713	8362655	Because blood collection by the apheresis method has more cost than the whole blood method, the total network cost increases by assigning more important weight to .
34413713	8362655	The values of  and  can be selected based on the preferences of healthcare system managers, and this table helps stakeholders of BSN to have a better choice between alternatives of blood collection methods in different situations of COVID-19 outbreak.
34413713	8362655	The rolling horizon technique has more remarkable performance in extra blood collection and reducing the shortage due to the dynamic nature of the COVID-19 prevalence and new information in this situation;
34413713	8362655	Employing motivational aspects for blood donation during the COVID-19 outbreak and planning for blood collection via an apheresis method from booked donors can be beneficial to cope with disruption in blood supply.
34413713	8362655	Due to the limited blood supply and donors in disaster situations like the COVID-19 outbreak, motivational initiatives can be considered to encourage blood donations in blood collection centers.
34413713	8362655	Moreover, when a disaster strikes, preparing a scheduling plan for blood collection via an apheresis mechanism from booked donors can help this network to cover the unfulfilled demand in hospitals.
34413713	8362655	A proper strategy in blood collection management should be implemented to reduce the shortage of blood and its by-products in regions of the country.
34413713	8362655	In this research, by conducting a capacity sharing concept, a two-stage optimization tool to coordinate the blood collection activities in BSN was proposed to lower the shortage and wastage during the COVID-19 outbreak.
34413713	8362655	Due to the dynamic nature of the COVID-19 outbreak, a rolling horizon mechanism was adopted to implement the decisions by the capability to reconsideration in blood collection activities.
34139910	8216038	"The data are managed in the DCIPHER case
surveillance pipeline, a series of linked programs that cleans, collates, de-duplicates,
and transforms data to produce an analytical-ready epidemiologic dataset used by
multiple CDC response teams."
34139910	8216038	"Creation of COVID-19 case surveillance public datasets from state, tribal, local,
and territorial public health jurisdictions, Centers for Disease Control and
Prevention, 2020."
34139910	8216038	"CDC’s Case Surveillance Section, the response group established to conduct surveillance
activities and serve as the steward for case data, created a new process that transforms
the epidemiologic dataset with privacy protection algorithms to systematically create
de-identified subset data."
34139910	8216038	"This process contains automated workflows and R statistical
software version 4.0.3 that implement and validate field-level suppression for
k-anonymity and l-diversity levels to release microdata monthly in 2 de-identified public datasets."
34139910	8216038	"K-anonymity is a technique to reduce the risk of re-identification
that can occur by linking datasets, and l-diversity is a technique to
reduce the risk of revealing confidential information."
34139910	8216038	"First, COVID-19 Case Surveillance
Public Use Data is a public-use dataset that has 11 data fields, is accessible via Data.CDC.gov, and has interactive visualization to allow the public to filter, sort, and
perform exploratory analysis."
34139910	8216038	"Second, COVID-19 Case Surveillance Restricted Access
Detailed Data is a scientific-use dataset that has 31 fields and more stringent privacy
protections than the public-use dataset."
34139910	8216038	"To increase usability and foster transparency, this article describes dataset
definitions, the design of the pipeline that created the datasets, and privacy
protections."
34139910	8216038	"Multiple groups in CDC’s emergency response organization worked together to design
the 2 public datasets."
34139910	8216038	"We used this
privacy review process to derive 2 datasets from the epidemiologic dataset (Figure 1)."
34139910	8216038	"We created and
verified datasets for privacy and confidentiality standards using Palantir Contour and R scripts and the sdcMicro package."
34139910	8216038	"The 7-step process of privacy review implemented by the Centers for Disease
Control and Prevention in the design of 2 public datasets for COVID-19 case
surveillance in 2020."
34139910	8216038	"Because the public-use dataset is widely accessible, these data are the
most restricted."
34139910	8216038	"The scientific-use dataset is released only to approved researchers
who sign a data-use agreement and includes more variables than the public-use
dataset."
34139910	8216038	"Re-identification risk cannot be reduced to zero, but the systematic
privacy review process is designed to make this risk low to protect people whose data contribute to these public datasets."
34139910	8216038	"We reviewed and classified all variables from the epidemiologic dataset according
to their sensitivity into 1 of 4 categories: direct identifiers,
quasi-identifiers, confidential attributes, and nonconfidential attributes."
34139910	8216038	"Quasi-identifiers are fields that may
identify a person if they occur rarely enough in a dataset or could be combined
with other fields or data (eg, age group, sex, county)."
34139910	8216038	We reviewed fields individually and as a combined set of fields in the dataset.
34139910	8216038	"We finalized the design of the datasets by identifying the fields included in the
public-use and scientific-use datasets."
34139910	8216038	"For example, we added geographic fields for county
to the scientific-use dataset and fields for race/ethnicity to the public-use
dataset."
34139910	8216038	We included geographic fields only in the scientific-use dataset.
34139910	8216038	"As of December 4, 2020, the public-use dataset comprised 11 fields with 3
quasi-identifier fields (sex, age_group,
race_ethnicity_combined) and 1 confidential attribute
(pos_spec_date)."
34139910	8216038	"As of December 4, 2020, the scientific-use
dataset comprised 31 fields with 6 quasi-identifiers (sex,
age_group, race_ethnicity_combined,
res_county, res_state,
hc_work_yn [health care worker status]) and 1 confidential
attribute (pos_spec_date)."
34139910	8216038	"Privacy characteristics used to create datasets and how they differ
between the public-use and scientific-use datasets, developed in 2020 by
the Centers for Disease Control and Prevention for design of 2 public
datasets for COVID-19 case surveillance"
34139910	8216038	"We established privacy thresholds by defining the minimum acceptable size for the
number of records in the dataset that share quasi-identifiers."
34139910	8216038	"We
suppressed only field values; records remained in the dataset so researchers
could identify when we applied suppression criteria."
34139910	8216038	"The
objective of the recoding process was to ensure consistency in applying
suppression and to simplify the dataset for ease of use and analysis."
34139910	8216038	"We include data only if the field for
cdc_report_dt (CDC report date) is 14 days earlier than the
day on which the datasets are generated."
34139910	8216038	Each time a dataset is generated, we review for k-anonymity.
34139910	8216038	"We use this technique to
suppress quasi-identifier values so that each person in the released dataset
cannot be distinguished from at least k − 1 other people who
share the same quasi-identifiers."
34139910	8216038	"To illustrate how k-anonymity is used to suppress
quasi-identifier values and how it applies to the entirety of both datasets, we
developed an example that uses only 10 records (Figure 3)."
34139910	8216038	"The frequency field indicates the
number of records in the dataset that have the same combination of
quasi-identifiers."
34139910	8216038	"Because we set k = 5 for these
datasets and require 5-anonymity, we will suppress fields so that their
quasi-identifiers occur at least 5 times."
34139910	8216038	"This example includes the 3
quasi-identifiers in the public-use dataset; an example for the scientific-use
dataset using its 6 quasi-identifiers would function similarly."
34139910	8216038	"An example of how k-anonymity field suppression changes
the values of quasi-identifier fields sex, age_group,
race_ethnicity_combined to reduce the risk of
re-identification of individuals in 2 public datasets developed by the
Centers for Disease Control and Prevention in 2020 for COVID-19 case
surveillance."
34139910	8216038	"After each time a dataset is regenerated through the privacy protection pipeline,
data managers use R programs to verify that each generated dataset meets the levels established in
Step 3."
34139910	8216038	"If the data managers detect any errors, they revise the pipeline to
correct the bug and regenerate and retest the dataset until both processes are
satisfied."
34139910	8216038	"At the end of this step, they verify each dataset to be
5-anonymous."
34139910	8216038	"The number of times that fields are suppressed in each dataset varies with each
monthly release and between datasets because suppression depends on the total
number of rows in the dataset and on the number of included fields."
34139910	8216038	"These datasets require 2-diversity so that confidential variables cannot
be determined in situations where records share the same quasi-identifier
values."
34139910	8216038	"The distinct field indicates the number of unique
pos_spec_dt confidential field values shared by all records
with the same quasi-identifiers; notice that some records have a
distinct of 1 because they all share the same
sex field value of “female,” age_group
field value of “0-9,” and race_ethnicity_combined field value
“Asian, non-Hispanic,” and all share the same pos_spec_dt value
of “2020-03-31.” Because our requirement for the dataset is 2-diversity, the
confidential field is suppressed and set to “NA” to not reveal the
pos_spec_dt value."
34139910	8216038	"An example of how l-diversity field suppression changes
values of the confidential pos_spec_dt field to reduce
the risk of disclosure of personally identifiable information in 2
public datasets developed by the Centers for Disease Control and
Prevention in 2020 for COVID-19 case surveillance."
34139910	8216038	"Finally, in Step 7, to reduce the risk of the mosaic effect, we researched other publicly available datasets that could be linked by
quasi-identifiers to identify people."
34139910	8216038	"The mosaic effect is a risk that is
created when information in a dataset may not identify a person, but when the
information is combined with information in other datasets, it might."
34139910	8216038	"This risk
is decreased by using k-anonymity levels that reduce the number
of rare combinations of quasi-identifiers that could be linked to other
datasets; however, it is challenging to completely eliminate this risk."
34139910	8216038	"In May
2020, we reviewed the 13 COVID-19–related datasets published on Data.CDC.gov."
34139910	8216038	"We
were not able to exhaustively search all available datasets, but we did review
quasi-identifiers against the other 543 datasets published by CDC as of May 2020
with machine-readable metadata available through Data.CDC.gov."
34139910	8216038	"For the
scientific-use dataset, researchers must confirm in the data-use agreement that
they will not link to datasets, including CDC’s public datasets, to re-identify
people."
34139910	8216038	"CDC published the public-use dataset, containing 339 301 records and 9 fields, on May
18, 2020, at https://datacdcgov/Case-Surveillance/COVID-19-Case-Surveillance-Public-Use-Data/vbim-akqf."
34139910	8216038	"As of December 4, 2020,
the dataset contained 8 405 079 records, every case in the United States reported to
CDC through November 19, 2020."
34139910	8216038	"As of December 4, 2020,
the dataset was viewed more than 438 000 times and downloaded more than 24 000
times."
34139910	8216038	"As of December 7, 2020, Google Scholar
(scholar.google.com) showed that 25 publications had referenced the public-use
dataset."
34139910	8216038	"CDC published the scientific-use dataset to a GitHub repository, containing 315 593
records and 29 fields, on May 18, 2020."
34139910	8216038	"As of
December 4, 2020, the scientific-use dataset contained 8 405 079 records
representing every case in the United States reported to CDC through November 19."
34139910	8216038	"The dataset had been accessed by 94 researchers as of December 11, 2020, and Google
Scholar shows 2 studies referencing these data."
34139910	8216038	"Public datasets are needed for open government and transparency, promotion of
research, and efficiency."
34139910	8216038	"To balance the need to create and share public-use datasets with the
protection of patients’ privacy and confidential information, we created a 7-step
data-sharing privacy review."
34139910	8216038	"Given the large number and variety of repositories for public datasets, as well as the large number of datasets contained in each repository, we were
unable to develop a practical, systematic process for reviewing all public datasets
and ensure with complete certainty that the risk of re-identifying patients in our
datasets through the use of quasi-identifiers is completely eliminated."
34139910	8216038	"As
methods improve for comparing our data with other released datasets to rule out
security concerns, we could include additional fields or apply more precise privacy
levels, thus making our data more useful for analysis."
34139910	8216038	"This article describes work
accomplished in 2020, but CDC efforts to release COVID-19 case surveillance datasets
for public use continues, and we expect to release new public-use datasets using
refined methods."
34139910	8216038	"We developed the scientific and public-use datasets on independent timelines, and
because we generated both datasets from the same common analytical sets, a
linkability risk may exist."
34139910	8216038	"We accounted for this potential risk by carefully
selecting variables for each dataset, using k-anonymity, and
incorporating controls in the registration information and data-use restriction
agreement that make this risk acceptable to CDC data stewards."
34139910	8216038	"Privacy review is complex, and requirements must be understood by
epidemiologists, statisticians, data product owners, informaticians, analysts,
health communicators, and data custodians so that they are implemented, tested, and
applied reliably each time a dataset is updated."
34139910	8216038	"After we released these public datasets, we received user feedback that led us to
make changes that improved data quality, such as consistently coding missing values,
adding county coding, and accurately identifying state and county of residence."
34139910	8216038	"Through the creation of our 2 public datasets and implementation of computational
privacy protections, CDC contributed to a knowledge base of COVID-19 data practices
that will be used for design and publication of additional datasets beyond case
surveillance."
34139910	8216038	"CDC had published 40 COVID-19 public datasets on Data.CDC.gov as of
November 18, 2020."
34139910	8216038	"Currently, 2 datasets use these computational privacy
protections; additional datasets will be published based on feedback and public
health program priority."
34139910	8216038	"CDC’s 2 public datasets are available to the public for review, for use in research,
and to improve data transparency with partners."
34139910	8216038	"With increased systematic releases of these
public datasets and additional training and information available, we expect
increased use and greater public health benefit."
34321491	8319175	In this study, we relied on a clinical dataset, which included data about gender, age and blood type, to perform a diagnostic analysis of the COVID-19 virus.
34321491	8319175	Preparing clinical dataset to predict the survival chance of COVID-19 patients for the first time
34321491	8319175	Providing a careful analysis of the dataset characteristics, including an examination of the effects of features on the mortality rate and the correlations between each feature pair
34321491	8319175	Making our dataset publicly available
34321491	8319175	Proposing a data augmentation procedure to balance the number of samples of different classes of the dataset.
34321491	8319175	Notably, our data augmentation method is generic and applicable to any other dataset.
34321491	8319175	The remaining sections of the paper are organised as follows: “Literature review” reviews the related literature; “Background” briefly sets out the required background; “Description of our clinical dataset” describes our dataset; “Proposed methodology” explains the proposed methodology; “Experiments” presents our experimental results; and “Discussion” and “Conclusions and future works” present our discussion, conclusion and future works.
34321491	8319175	Their method had an accuracy of 96.97% and 97.95% for the test set and cross-validation set, respectively.
34321491	8319175	collected a dataset of X-ray images and made it publicly available.
34321491	8319175	The dataset has been used to benchmark various machine-learning methods for COVID-19 diagnosis.
34321491	8319175	In another benchmarking study, 12 COVID-19 diagnostic methods were examined based on 10 evaluation criteria.
34321491	8319175	The SVM classifier was reported to have the best performance among the benchmarked methods.
34321491	8319175	Second, some of the clinical features that we considered had never been used previously, which is why we have released our dataset publicly.
34321491	8319175	In this section, we review information gain (IG), as it is used to determine the degree to which each feature of our dataset contributes to the patients’ deaths (see “Description of our clinical dataset”).
34321491	8319175	IG calculates the entropy reduction that results from splitting a dataset, , based on a given value, , of a random variable, , such that:where  and  are entropy on dataset  and conditional entropy on dataset , respectively, given that .
34321491	8319175	The dataset we collected in this paper comprised 320 patients (300 cases of recovered patients and 20 cases of deceased patients).
34321491	8319175	The mean age of patients in the dataset was 49.5 years old, and the standard deviation was 18.5.
34321491	8319175	Descriptions of the dataset features are presented in Table 2.
34321491	8319175	Our dataset is publicly available in.
34321491	8319175	Institutional approval was granted for the use of the patient datasets in research studies for diagnostic and therapeutic purposes.
34321491	8319175	Approval was granted on the grounds of existing datasets.
34321491	8319175	Description of the dataset features used for classification.
34321491	8319175	As our dataset had not been released previously, it was vital to assess the degree to which each dataset feature contributed to patients’ deaths.
34321491	8319175	Various feature selection methods are available to determine the weight of each feature in the classification of dataset samples.
34321491	8319175	We also inspected the interplay between the dataset features to determine the potential correlation between them.
34321491	8319175	Correlation between dataset features.
34321491	8319175	In the dataset collected, the number of recovered patients was 300 and the number of deceased patients was 20.
34321491	8319175	To ensure accurate classification, it was necessary to balance the recovered to the deceased ratio of the dataset samples.
34321491	8319175	Training the AE 10 times using different training and validation sets yielded 10 AEs with a similar architecture but different parameters.
34321491	8319175	It should be noted that our augmentation procedure is generic and can be applied to any other dataset.
34321491	8319175	It should be noted that each model was initialised with different parameters, trained on partially different training samples and validated on a totally different validation set.
34321491	8319175	The 200 reconstructed samples were attached to 320 original samples to yield a dataset of 520 samples (line 9).
34321491	8319175	The trained CNN was used to classify the test data (line 21).
34321491	8319175	Partition  to 90% training set  and 10% test set
34321491	8319175	In this study, the dataset contained 320 samples of infected cases.
34321491	8319175	Additionally, we also generated 200 reconstructed deceased cases to balance the recovered to the deceased ratio of our dataset.
34321491	8319175	After the reconstruction phase, our dataset contained 520 cases.
34321491	8319175	As mentioned in “Implementation details of CNN-AE”, we used 10 AEs to augment the available dataset.
34321491	8319175	To investigate the effectiveness of our data augmentation procedure, we trained a CNN on the original dataset and our CNN-AE on an augmented dataset.
34321491	8319175	The original dataset comprised only 20 samples with the deceased label, but had 300 samples with the recovered label.
34321491	8319175	However, using an augmented dataset with 300 recovered samples and 220 deceased samples facilitated the CNN training and improved accuracy (see Table 7).
34321491	8319175	The specificity measure of CNN was almost zero, which was due to the fact that the CNN was unable to distinguish between deceased and recovered samples due to the insufficient number of deceased samples in the original dataset.
34321491	8319175	Loss plots of the CNN and CNN-AE methods during the training of our dataset.
34321491	8319175	Accuracy plots of the CNN and CNN-AE methods during training of our dataset.
34321491	8319175	In this section, we evaluated the performance of various existing deep models that were trained on a dataset of CT images.
34321491	8319175	The CT images were taken from the same patients for whom the clinical dataset was collected.
34321491	8319175	The dataset comprised 2822 CT images of recovered patients and 2269 CT images of deceased patients.
34321491	8319175	The CT image dataset size was much greater than the clinical dataset size, as the CT dataset contained multiple images for each patient.
34321491	8319175	As the number of samples of the two classes in the dataset was almost balanced, we did not apply our data augmentation technique to the CT dataset.
34321491	8319175	This was not the case for the clinical dataset for which each patient had only one value per feature.
34321491	8319175	As stated above, the CT image dataset size was almost 10 times that of the clinical dataset size.
34321491	8319175	Thus, clinical data could be a good replacement for CT training data if the preparation of the CT images would be difficult or expensive.
34321491	8319175	First, each method was trained on the original dataset (without augmentation).
34321491	8319175	The training was repeated using the augmented dataset.
34321491	8319175	All of the rows in Table 9 that are related to training on the augmented dataset are marked with ‘ + AE’ postfix in the ‘Methods’ column.
34321491	8319175	Thus, all methods have clearly benefitted from the augmentation performed on the training dataset.
34321491	8319175	Among the evaluated methods, Naïve Bayes had the worst performance; however, it also benefitted from the augmented dataset.
34321491	8319175	In this section, we examine whether feature selection improves the classification performance of the clinical dataset.
34321491	8319175	The results of running each of the meta-heuristic methods listed above was a set of selected features (see Table 10) that specified a subset of the clinical dataset.
34321491	8319175	The dataset extracted subset was used to train a CNN for survival chance prediction.
34321491	8319175	As Table 11 shows, regardless of the feature selection method, the CNN-AE trained on the selected features did not outperform the CNN-AE trained on the full dataset (see the last row of Table 7).
34321491	8319175	We performed experiments using both a clinical dataset and a CT image dataset.
34321491	8319175	The size of the CT image dataset was almost 10 times that of the clinical dataset.
34321491	8319175	Another aspect that might encourage the use of clinical training samples relates to data collection costs.
34321491	8319175	Preparing CT data may require high-end facilities; however, such facilities may increase data collection costs.
34321491	8319175	In addition to the proposed method, our dataset can be considered the second contribution of this paper, as it is a good resource for further medical research.
34321491	8319175	The analysis of the importance of the dataset features and their correlations are shown in Figs.
34321491	8319175	Using our dataset, experts can study the relationships between patients’ medical conditions (e.g., blood pressure and diabetes) and the likelihood of dying from COVID-19.
34321491	8319175	Some of the features in our dataset were gathered directly by asking patients; thus, it is possible that patients provided incorrect information.
34321491	8319175	To this end, a new dataset consisting of clinical features, such as gender, age, blood pressure and the presence of various diseases, was gathered.
34321491	8319175	The first contribution of this paper relates to our decision to release the collected dataset for public use.
34321491	8319175	We also analysed the dataset features using IG and correlation.
34321491	8319175	To reduce the data imbalance of our dataset, we proposed a novel data augmentation method based on AEs.
34321491	8319175	Our data augmentation approach is generic and applicable to other datasets.
34321491	8319175	However, a CNN trained on a dataset without augmentation yielded an accuracy of 92.49  2.75%, a recall of 95.4  0.88% and a specificity of 96.9  3.73%.
33520590	7823180	Although the original BHA demonstrates superior results in various optimization problems, in certain datasets it lacks exploration capabilities.
33520590	7823180	(3) The suggested algorithm’s performance is examined against four benchmark global optimization functions and compared with nine MHAs, including Levy firefly algorithm (LFFA) [68], gravitational search algorithm (GSA) [69], cat swarm algorithm (CSA) [70], Big Bang-Big Crunch (BB-BC) [71], ABC, PSO, GWO, BHA, and LBH.
33520590	7823180	The proposed classifier achieves 80% prediction accuracy on the dataset, which is the best performance compared to other conventional classifiers.
33520590	7823180	The number of the features and class labels of the dataset is equal to neurons number within the input layer and output layers, respectively [40, 72].
33520590	7823180	In addition to the MSE criterion, the classification accuracy is used to assess the classification performance of MLP on unseen data, which is determined as:where  and  denote the number of samples which the classifier correctly identifies, and total sample size in the test dataset, respectively.
33520590	7823180	However, the BHA fails to show its excellent performance in some datasets, so an improved version of BHA has been suggested to enhance its global search capability using the opposition-based learning components and Levy flight random walking.
33520590	7823180	The MSE of MLP is calculated for each star on a given training dataset.
33520590	7823180	The weights and biases in the best solution are assigned to MLP and its performance is assessed on the test data.
33520590	7823180	This part is also divided further into three subsections: experimental setup, experimental results of seven benchmark datasets, and statistical analysis.
33520590	7823180	In the third part, the application of the proposed BHACRW-MLP is investigated on a real coronavirus related gene expression dataset and its performance evaluated against several conventional classification methods.
33520590	7823180	Table 1 lists these benchmark functions with their ranges and dimensions.
33520590	7823180	From the University of California at Irvine (UCI) Machine Learning Repository seven standard classification datasets were employed to evaluate the efficiency of the two BHA-based trainers.
33520590	7823180	The main characteristics of these datasets have been shown in Table 3, in which the size of the features, classes, and samples of the training and testing data have been reported.
